=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: GOA"
"Common Name: Pacific cod,Pacific cod (adult),Pacific cod (juvenile)"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satifactory Gear Performance","Gear Performance Description","Gear Depth","Bottom Depth","Specimen ID","Biostratum","Species Code","Common Name","Scientific Name","Length (mm)","Sex","Weight (gm)","Age (years)","Maturity","Maturity Table","Gonad Weight","Specimen Subsample Method","Specimen Sample Type","Age Determination Method","AKFIN Load Date"
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,826,120,21720,Pacific cod,Gadus macrocephalus,410,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,829,120,21720,Pacific cod,Gadus macrocephalus,410,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,831,120,21720,Pacific cod,Gadus macrocephalus,420,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,844,120,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,854,120,21720,Pacific cod,Gadus macrocephalus,450,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33812,198701,560,346,55.73333,-158.44583,55.69933,-158.4245,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,859,120,21720,Pacific cod,Gadus macrocephalus,470,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,893,20,21720,Pacific cod,Gadus macrocephalus,380,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,860,20,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,861,20,21720,Pacific cod,Gadus macrocephalus,440,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,862,20,21720,Pacific cod,Gadus macrocephalus,410,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,865,20,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,873,20,21720,Pacific cod,Gadus macrocephalus,400,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33814,198701,560,348,55.8265,-158.06,55.82633,-157.99233,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,88,875,20,21720,Pacific cod,Gadus macrocephalus,410,Male,,,,,,1,5,,29-SEP-21
GOA,1990,320,31407,199001,83,253,59.49033,-149.30667,59.47183,-149.278,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",203,203,479,133,21720,Pacific cod,Gadus macrocephalus,770,Female,,8,,,,2,3,6,29-SEP-21
GOA,1990,320,31426,199001,83,272,59.624,-146.59783,59.63317,-146.56983,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",97,97,500,34,21720,Pacific cod,Gadus macrocephalus,790,Male,,7,,,,2,3,6,29-SEP-21
GOA,1990,320,31426,199001,83,272,59.624,-146.59783,59.63317,-146.56983,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",97,97,506,34,21720,Pacific cod,Gadus macrocephalus,760,Female,,7,,,,2,3,6,29-SEP-21
GOA,1990,320,31429,199001,83,275,58.93033,-150.26533,58.92767,-150.31283,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",152,152,507,131,21720,Pacific cod,Gadus macrocephalus,750,Female,,,,,,2,3,,29-SEP-21
GOA,1990,320,31429,199001,83,275,58.93033,-150.26533,58.92767,-150.31283,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",152,152,509,131,21720,Pacific cod,Gadus macrocephalus,750,Male,,7,,,,2,3,6,29-SEP-21
GOA,1984,314,30292,198401,57,81,55.32033,-161.264,55.324,-161.309,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",53,53,180,4,21720,Pacific cod,Gadus macrocephalus,320,Male,311,,,,,1,1,,29-SEP-21
GOA,1984,314,30292,198401,57,81,55.32033,-161.264,55.324,-161.309,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",53,53,189,4,21720,Pacific cod,Gadus macrocephalus,330,Female,363,,,,,1,1,,29-SEP-21
GOA,1984,314,30300,198401,57,89,55.07317,-163.137,55.05117,-163.161,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",44,44,196,4,21720,Pacific cod,Gadus macrocephalus,350,Male,464,,,,,1,1,,29-SEP-21
GOA,1984,314,30300,198401,57,89,55.07317,-163.137,55.05117,-163.161,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",44,44,203,4,21720,Pacific cod,Gadus macrocephalus,640,Male,3100,,,,,1,1,,29-SEP-21
GOA,1984,314,30316,198401,57,105,53.82567,-165.64017,53.80167,-165.6175,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",75,75,217,1,21720,Pacific cod,Gadus macrocephalus,680,Female,4250,,,,,1,1,,29-SEP-21
GOA,1984,314,30320,198401,57,109,54.209,-165.1995,54.19633,-165.22367,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,242,1,21720,Pacific cod,Gadus macrocephalus,440,Female,1250,,,,,1,1,,29-SEP-21
GOA,1984,314,30327,198401,57,116,54.39633,-164.379,54.39583,-164.42267,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",99,99,266,2,21720,Pacific cod,Gadus macrocephalus,310,Female,340,,,,,1,1,,29-SEP-21
GOA,1984,314,30327,198401,57,116,54.39633,-164.379,54.39583,-164.42267,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",99,99,271,2,21720,Pacific cod,Gadus macrocephalus,380,Female,540,,,,,1,1,,29-SEP-21
GOA,1984,314,30327,198401,57,116,54.39633,-164.379,54.39583,-164.42267,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",99,99,291,2,21720,Pacific cod,Gadus macrocephalus,740,Male,5250,,,,,1,1,,29-SEP-21
GOA,1984,314,30335,198401,57,124,54.50567,-163.564,54.48917,-163.53033,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",101,101,308,2,21720,Pacific cod,Gadus macrocephalus,370,Male,466,,,,,1,1,,29-SEP-21
GOA,1984,314,30335,198401,57,124,54.50567,-163.564,54.48917,-163.53033,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",101,101,314,2,21720,Pacific cod,Gadus macrocephalus,350,Female,482,,,,,1,1,,29-SEP-21
GOA,1984,314,30336,198401,57,125,54.29,-163.10767,54.30417,-163.07167,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",60,60,333,2,21720,Pacific cod,Gadus macrocephalus,410,Female,717,,,,,1,1,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,908,120,21720,Pacific cod,Gadus macrocephalus,430,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,931,120,21720,Pacific cod,Gadus macrocephalus,380,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,935,120,21720,Pacific cod,Gadus macrocephalus,400,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,937,120,21720,Pacific cod,Gadus macrocephalus,460,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,940,120,21720,Pacific cod,Gadus macrocephalus,370,Male,,,,,,1,5,,29-SEP-21
GOA,1987,330,33818,198701,560,352,55.62083,-158.60217,55.62283,-158.53067,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,121,945,120,21720,Pacific cod,Gadus macrocephalus,460,Female,,,,,,1,5,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,540,Male,1800,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,630,Male,2700,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,770,Female,5000,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,770,Female,5100,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,800,Female,6000,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,690,Male,4200,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,540,Female,2600,,,,,1,0,,29-SEP-21
GOA,1987,330,33822,198701,560,356,55.66817,-156.7935,55.628,-156.78117,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,0,121,21720,Pacific cod,Gadus macrocephalus,580,Female,2300,,,,,1,0,,29-SEP-21
GOA,1987,330,33845,198701,560,379,54.8585,-157.62983,54.847,-157.691,122,Chirikof,101,200,"Chirikof Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",196,196,955,122,21720,Pacific cod,Gadus macrocephalus,680,Male,3200,,,,,1,5,,29-SEP-21
GOA,1987,330,33845,198701,560,379,54.8585,-157.62983,54.847,-157.691,122,Chirikof,101,200,"Chirikof Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",196,196,956,122,21720,Pacific cod,Gadus macrocephalus,670,Male,3300,,,,,1,5,,29-SEP-21
GOA,1987,330,33845,198701,560,379,54.8585,-157.62983,54.847,-157.691,122,Chirikof,101,200,"Chirikof Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",196,196,974,122,21720,Pacific cod,Gadus macrocephalus,710,Female,3500,,,,,1,5,,29-SEP-21
GOA,1987,330,33845,198701,560,379,54.8585,-157.62983,54.847,-157.691,122,Chirikof,101,200,"Chirikof Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",196,196,979,122,21720,Pacific cod,Gadus macrocephalus,680,Female,3000,,,,,1,5,,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,6,111,21720,Pacific cod,Gadus macrocephalus,470,Male,1100,3,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,20,111,21720,Pacific cod,Gadus macrocephalus,570,Male,1800,4,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,23,111,21720,Pacific cod,Gadus macrocephalus,870,Male,7400,10,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,36,111,21720,Pacific cod,Gadus macrocephalus,720,Male,4100,6,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,48,111,21720,Pacific cod,Gadus macrocephalus,670,Female,3200,6,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,56,111,21720,Pacific cod,Gadus macrocephalus,480,Female,1100,4,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,58,111,21720,Pacific cod,Gadus macrocephalus,820,Female,6700,7,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,72,111,21720,Pacific cod,Gadus macrocephalus,520,Female,1500,3,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,73,111,21720,Pacific cod,Gadus macrocephalus,760,Female,5300,6,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,75,111,21720,Pacific cod,Gadus macrocephalus,610,Female,2400,5,,,,5,3,6,29-SEP-21
GOA,1993,784786,784064,199301,60,8,52.97267,-168.32083,52.98817,-168.33667,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",101,101,80,111,21720,Pacific cod,Gadus macrocephalus,690,Female,3000,6,,,,5,3,6,29-SEP-21
GOA,1984,314,30342,198401,57,131,54.224,-162.86383,54.22683,-162.90283,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,342,2,21720,Pacific cod,Gadus macrocephalus,200,Female,82,,,,,1,1,,29-SEP-21
GOA,1984,314,30342,198401,57,131,54.224,-162.86383,54.22683,-162.90283,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,345,2,21720,Pacific cod,Gadus macrocephalus,180,Female,74,,,,,1,1,,29-SEP-21
GOA,1984,314,30342,198401,57,131,54.224,-162.86383,54.22683,-162.90283,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",64,64,351,2,21720,Pacific cod,Gadus macrocephalus,210,Male,98,,,,,1,1,,29-SEP-21
GOA,1984,314,30347,198401,57,136,53.8815,-163.61317,53.8775,-163.59117,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",91,91,356,2,21720,Pacific cod,Gadus macrocephalus,910,Female,10750,,,,,1,1,,29-SEP-21
GOA,1984,314,30347,198401,57,136,53.8815,-163.61317,53.8775,-163.59117,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",91,91,359,2,21720,Pacific cod,Gadus macrocephalus,810,Male,7500,,,,,1,1,,29-SEP-21
GOA,1984,314,30347,198401,57,136,53.8815,-163.61317,53.8775,-163.59117,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,6,Y,"Unspecified problems",91,91,362,2,21720,Pacific cod,Gadus macrocephalus,1010,Female,13750,,,,,1,1,,29-SEP-21
GOA,1984,314,30354,198401,57,143,52.5365,-169.6985,52.54767,-169.6665,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",161,161,370,31,21720,Pacific cod,Gadus macrocephalus,580,Female,2114,,,,,1,1,,29-SEP-21
GOA,1984,314,30354,198401,57,143,52.5365,-169.6985,52.54767,-169.6665,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",161,161,392,31,21720,Pacific cod,Gadus macrocephalus,500,Male,1201,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,396,31,21720,Pacific cod,Gadus macrocephalus,860,Female,9500,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,400,31,21720,Pacific cod,Gadus macrocephalus,820,Female,7300,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,409,31,21720,Pacific cod,Gadus macrocephalus,880,Female,9250,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,412,31,21720,Pacific cod,Gadus macrocephalus,750,Male,6000,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,413,31,21720,Pacific cod,Gadus macrocephalus,790,Male,6500,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,423,31,21720,Pacific cod,Gadus macrocephalus,750,Male,5750,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,430,31,21720,Pacific cod,Gadus macrocephalus,780,Male,6050,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,434,31,21720,Pacific cod,Gadus macrocephalus,850,Female,7800,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,438,31,21720,Pacific cod,Gadus macrocephalus,880,Female,9400,,,,,1,1,,29-SEP-21
GOA,1984,314,30363,198401,57,152,53.0155,-167.64083,53.0245,-167.6035,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",115,115,455,31,21720,Pacific cod,Gadus macrocephalus,630,Female,2950,,,,,1,1,,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,7,111,21720,Pacific cod,Gadus macrocephalus,630,Male,2883,5,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,8,111,21720,Pacific cod,Gadus macrocephalus,640,Male,3090,7,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,11,111,21720,Pacific cod,Gadus macrocephalus,570,Male,2360,5,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,21,111,21720,Pacific cod,Gadus macrocephalus,560,Male,1979,5,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,28,111,21720,Pacific cod,Gadus macrocephalus,590,Male,2788,5,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,35,111,21720,Pacific cod,Gadus macrocephalus,520,Female,1700,4,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,37,111,21720,Pacific cod,Gadus macrocephalus,850,Female,7090,8,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,45,111,21720,Pacific cod,Gadus macrocephalus,600,Female,2743,4,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,46,111,21720,Pacific cod,Gadus macrocephalus,440,Female,899,3,,,,2,3,6,29-SEP-21
GOA,1990,320,31163,199001,83,9,52.78267,-169.88217,52.76869,-169.92408,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,0,Y,"Good performance",134,134,47,111,21720,Pacific cod,Gadus macrocephalus,680,Female,3711,6,,,,2,3,6,29-SEP-21
GOA,1990,320,31176,199001,83,22,53.92167,-165.54133,53.91886,-165.58664,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,128,10,21720,Pacific cod,Gadus macrocephalus,610,Female,2001,6,,,,2,3,6,29-SEP-21
GOA,1990,320,31176,199001,83,22,53.92167,-165.54133,53.91886,-165.58664,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,66,10,21720,Pacific cod,Gadus macrocephalus,540,Male,1657,4,,,,2,3,6,29-SEP-21
GOA,1990,320,31176,199001,83,22,53.92167,-165.54133,53.91886,-165.58664,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,68,10,21720,Pacific cod,Gadus macrocephalus,490,Male,777,3,,,,2,3,6,29-SEP-21
GOA,1990,320,31176,199001,83,22,53.92167,-165.54133,53.91886,-165.58664,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,75,10,21720,Pacific cod,Gadus macrocephalus,580,Male,2209,5,,,,2,3,6,29-SEP-21
GOA,1990,320,31176,199001,83,22,53.92167,-165.54133,53.91886,-165.58664,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",90,90,81,10,21720,Pacific cod,Gadus macrocephalus,510,Male,1405,3,,,,2,3,6,29-SEP-21
